feedback_id,student_id,feedback_score,feedback_category,submitted_date
FBK12958,222458,4,Poor,20/09/2022
FBK12959,222459,6,Average,23/09/2022
FBK12960,222460,8,Good,25/12/2022
FBK12961,222461,4,Poor,15/07/2022
FBK12962,222462,8,Good,27/02/2022
FBK12963,222463,10,Excellent,16/01/2022
FBK12964,222464,10,Excellent,23/05/2022
FBK12965,222465,6,Average,27/03/2022
FBK12966,222466,10,Excellent,17/10/2022
FBK12967,222467,10,Excellent,23/03/2022
FBK12968,222468,2,Poor,24/01/2022
FBK12969,222469,7,Good,05/04/2022
FBK12970,222470,9,Excellent,08/12/2022
FBK12971,222471,10,Excellent,07/03/2022
FBK12972,222472,5,Average,14/02/2022
FBK12973,222473,7,Good,01/02/2022
FBK12974,222474,10,Excellent,02/07/2022
FBK12975,222475,4,Poor,02/02/2022
FBK12976,222476,8,Good,02/10/2022
FBK12977,222477,5,Average,09/02/2022
FBK12978,222478,10,Excellent,10/02/2022
FBK12979,222479,4,Poor,26/02/2022
FBK12980,222480,9,Excellent,07/10/2022
FBK12981,222481,3,Poor,06/04/2022
FBK12982,222482,8,Good,03/01/2022
FBK12983,222483,7,Good,09/12/2022
FBK12984,222484,9,Excellent,12/06/2022
FBK12985,222485,6,Average,25/09/2022
FBK12986,222486,5,Average,17/04/2022
FBK12987,222487,5,Average,04/02/2022
FBK12988,222488,3,Poor,17/01/2022
FBK12989,222489,5,Average,07/12/2022
FBK12990,222490,4,Poor,25/03/2022
FBK12991,222491,1,Poor,24/01/2022
FBK12992,222492,6,Average,17/04/2022
FBK12993,222493,8,Good,23/06/2022
FBK12994,222494,10,Excellent,15/03/2022
FBK12995,222495,9,Excellent,27/03/2022
FBK12996,222496,7,Good,14/07/2022
FBK12997,222497,6,Average,08/09/2022
FBK12998,222498,7,Good,25/02/2022
FBK12999,222499,4,Poor,15/02/2022
FBK13000,231000,7,Good,05/09/2023
FBK13001,231001,9,Excellent,23/06/2023
FBK13002,231002,8,Good,24/09/2023
FBK13003,231003,8,Good,11/02/2023
FBK13004,231004,4,Poor,13/02/2023
FBK13005,231005,3,Poor,20/08/2023
FBK13006,231006,9,Excellent,27/11/2023
FBK13007,231007,5,Average,18/04/2023
FBK13008,231008,6,Average,28/05/2023
FBK13009,231009,10,Excellent,28/04/2023
FBK13010,231010,3,Poor,22/08/2023
FBK13011,231011,4,Poor,01/03/2023
FBK13012,231012,6,Average,04/11/2023
FBK13013,231013,8,Good,17/08/2023
FBK13014,231014,7,Good,05/02/2023
FBK13015,231015,9,Excellent,23/07/2023
FBK13016,231016,3,Poor,24/02/2023
FBK13017,231017,7,Good,12/02/2023
FBK13018,231018,7,Good,07/06/2023
FBK13019,231019,7,Good,04/07/2023
FBK13020,231020,2,Poor,24/07/2023
FBK13021,231021,10,Excellent,25/05/2023
FBK13022,231022,4,Poor,09/10/2023
FBK13023,231023,9,Excellent,16/06/2023
FBK13024,231024,4,Poor,16/07/2023
FBK13025,231025,4,Poor,05/05/2023
FBK13026,231026,5,Average,04/02/2023
FBK13027,231027,5,Average,16/08/2023
FBK13028,231028,8,Good,05/11/2023
FBK13029,231029,8,Good,24/02/2023
FBK13030,231030,8,Good,16/02/2023
FBK13031,231031,5,Average,13/03/2023
FBK13032,231032,5,Average,11/11/2023
FBK13033,231033,5,Average,20/05/2023
FBK13034,231034,2,Poor,25/02/2023
FBK13035,231035,7,Good,25/11/2023
FBK13036,231036,9,Excellent,26/08/2023
FBK13037,231037,4,Poor,10/04/2023
FBK13038,231038,6,Average,17/08/2023
FBK13039,231039,6,Average,11/09/2023
FBK13040,231040,5,Average,01/09/2023
FBK13041,231041,8,Good,04/07/2023
FBK13042,231042,7,Good,11/08/2023
FBK13043,231043,5,Average,15/08/2023
FBK13044,231044,2,Poor,06/01/2023
FBK13045,231045,4,Poor,28/11/2023
FBK13046,231046,5,Average,06/12/2023
FBK13047,231047,3,Poor,05/07/2023
FBK13048,231048,9,Excellent,13/12/2023
FBK13049,231049,6,Average,19/02/2023
FBK13050,231050,6,Average,18/11/2023
FBK13051,231051,7,Good,16/10/2023
FBK13052,231052,8,Good,28/09/2023
FBK13053,231053,3,Poor,02/09/2023
FBK13054,231054,7,Good,16/05/2023
FBK13055,231055,5,Average,20/07/2023
FBK13056,231056,9,Excellent,11/05/2023
FBK13057,231057,6,Average,19/01/2023
FBK13058,231058,6,Average,27/03/2023
FBK13059,231059,5,Average,26/06/2023
FBK13060,231060,7,Good,25/01/2023
FBK13061,231061,5,Average,04/07/2023
FBK13062,231062,5,Average,12/06/2023
FBK13063,231063,3,Poor,02/06/2023
FBK13064,231064,8,Good,08/04/2023
FBK13065,231065,8,Good,03/10/2023
FBK13066,231066,3,Poor,04/05/2023
FBK13067,231067,6,Average,01/03/2023
FBK13068,231068,7,Good,02/06/2023
FBK13069,231069,10,Excellent,28/11/2023
FBK13070,231070,7,Good,17/10/2023
FBK13071,231071,7,Good,01/05/2023
FBK13072,231072,9,Excellent,01/10/2023
FBK13073,231073,8,Good,19/07/2023
FBK13074,231074,6,Average,19/06/2023
FBK13075,231075,7,Good,04/08/2023
FBK13076,231076,9,Excellent,16/06/2023
FBK13077,231077,7,Good,11/11/2023
FBK13078,231078,9,Excellent,10/10/2023
FBK13079,231079,7,Good,07/07/2023
FBK13080,231080,3,Poor,28/11/2023
FBK13081,231081,9,Excellent,07/09/2023
FBK13082,231082,8,Good,02/05/2023
FBK13083,231083,7,Good,13/10/2023
FBK13084,231084,9,Excellent,24/10/2023
FBK13085,231085,8,Good,28/12/2023
FBK13086,231086,8,Good,19/02/2023
FBK13087,231087,7,Good,03/05/2023
FBK13088,231088,4,Poor,16/09/2023
FBK13089,231089,8,Good,12/04/2023
FBK13090,231090,4,Poor,27/11/2023
FBK13091,231091,10,Excellent,26/09/2023
FBK13092,231092,10,Excellent,22/07/2023
FBK13093,231093,8,Good,07/06/2023
FBK13094,231094,4,Poor,09/07/2023
FBK13095,231095,6,Average,15/09/2023
FBK13096,231096,10,Excellent,01/03/2023
FBK13097,231097,6,Average,19/03/2023
FBK13098,231098,10,Excellent,22/04/2023
FBK13099,231099,7,Good,21/05/2023
FBK13100,231100,9,Excellent,28/10/2023
FBK13101,231101,5,Average,24/10/2023
FBK13102,231102,9,Excellent,07/09/2023
FBK13103,231103,9,Excellent,05/08/2023
FBK13104,231104,3,Poor,24/03/2023
FBK13105,231105,6,Average,14/07/2023
FBK13106,231106,6,Average,21/02/2023
FBK13107,231107,6,Average,09/07/2023
FBK13108,231108,5,Average,06/11/2023
FBK13109,231109,7,Good,20/11/2023
FBK13110,231110,9,Excellent,08/07/2023
FBK13111,231111,8,Good,07/03/2023
FBK13112,231112,7,Good,26/04/2023
FBK13113,231113,7,Good,16/08/2023
FBK13114,231114,6,Average,14/07/2023
FBK13115,231115,6,Average,06/04/2023
FBK13116,231116,4,Poor,01/03/2023
FBK13117,231117,7,Good,22/05/2023
FBK13118,231118,8,Good,21/03/2023
FBK13119,231119,10,Excellent,16/12/2023
FBK13120,231120,9,Excellent,28/01/2023
FBK13121,231121,7,Good,20/06/2023
FBK13122,231122,4,Poor,14/02/2023
FBK13123,231123,5,Average,22/11/2023
FBK13124,231124,7,Good,27/07/2023
FBK13125,231125,6,Average,04/04/2023
FBK13126,231126,6,Average,17/12/2023
FBK13127,231127,6,Average,22/09/2023
FBK13128,231128,7,Good,09/09/2023
FBK13129,231129,7,Good,08/02/2023
FBK13130,231130,2,Poor,25/02/2023
FBK13131,231131,5,Average,27/06/2023
FBK13132,231132,4,Poor,13/12/2023
FBK13133,231133,7,Good,07/07/2023
FBK13134,231134,8,Good,06/02/2023
FBK13135,231135,2,Poor,15/05/2023
FBK13136,231136,9,Excellent,28/05/2023
FBK13137,231137,6,Average,16/01/2023
FBK13138,231138,5,Average,23/06/2023
FBK13139,231139,8,Good,18/06/2023
FBK13140,231140,9,Excellent,22/08/2023
FBK13141,231141,9,Excellent,26/05/2023
FBK13142,231142,2,Poor,16/06/2023
FBK13143,231143,8,Good,01/05/2023
FBK13144,231144,6,Average,27/01/2023
FBK13145,231145,5,Average,26/12/2023
FBK13146,231146,7,Good,18/05/2023
FBK13147,231147,8,Good,21/05/2023
FBK13148,231148,3,Poor,04/11/2023
FBK13149,231149,9,Excellent,28/04/2023
FBK13150,231150,4,Poor,01/07/2023
FBK13151,231151,10,Excellent,10/05/2023
FBK13152,231152,6,Average,10/04/2023
FBK13153,231153,8,Good,15/03/2023
FBK13154,231154,5,Average,14/11/2023
FBK13155,231155,6,Average,28/05/2023
FBK13156,231156,7,Good,16/08/2023
FBK13157,231157,5,Average,23/06/2023
FBK13158,231158,5,Average,27/02/2023
FBK13159,231159,8,Good,09/12/2023
FBK13160,231160,8,Good,12/02/2023
FBK13161,231161,8,Good,24/10/2023
FBK13162,231162,9,Excellent,11/12/2023
FBK13163,231163,8,Good,01/12/2023
FBK13164,231164,7,Good,21/11/2023
FBK13165,231165,4,Poor,15/11/2023
FBK13166,231166,6,Average,13/01/2023
FBK13167,231167,7,Good,10/11/2023
FBK13168,231168,4,Poor,03/10/2023
FBK13169,231169,9,Excellent,08/03/2023
FBK13170,231170,9,Excellent,25/12/2023
FBK13171,231171,2,Poor,22/10/2023
FBK13172,231172,5,Average,15/06/2023
FBK13173,231173,9,Excellent,05/12/2023
FBK13174,231174,9,Excellent,22/03/2023
FBK13175,231175,5,Average,26/06/2023
FBK13176,231176,7,Good,03/04/2023
FBK13177,231177,9,Excellent,06/06/2023
FBK13178,231178,8,Good,27/07/2023
FBK13179,231179,5,Average,01/04/2023
FBK13180,231180,8,Good,21/09/2023
FBK13181,231181,7,Good,08/11/2023
FBK13182,231182,7,Good,07/08/2023
FBK13183,231183,4,Poor,28/12/2023
FBK13184,231184,2,Poor,13/01/2023
FBK13185,231185,6,Average,20/07/2023
FBK13186,231186,7,Good,03/03/2023
FBK13187,231187,4,Poor,19/03/2023
FBK13188,231188,9,Excellent,23/01/2023
FBK13189,231189,7,Good,25/07/2023
FBK13190,231190,6,Average,16/11/2023
FBK13191,231191,4,Poor,23/04/2023
FBK13192,231192,9,Excellent,28/04/2023
FBK13193,231193,8,Good,24/05/2023
FBK13194,231194,8,Good,05/07/2023
FBK13195,231195,5,Average,20/04/2023
FBK13196,231196,6,Average,24/05/2023
FBK13197,231197,4,Poor,06/07/2023
FBK13198,231198,7,Good,01/03/2023
FBK13199,231199,10,Excellent,08/05/2023
FBK13200,231200,9,Excellent,08/08/2023
FBK13201,231201,7,Good,22/10/2023
FBK13202,231202,8,Good,01/02/2023
FBK13203,231203,5,Average,28/03/2023
FBK13204,231204,6,Average,13/12/2023
FBK13205,231205,2,Poor,13/12/2023
FBK13206,231206,8,Good,20/12/2023
FBK13207,231207,8,Good,04/02/2023
FBK13208,231208,1,Poor,02/01/2023
FBK13209,231209,9,Excellent,16/04/2023
FBK13210,231210,7,Good,22/10/2023
FBK13211,231211,7,Good,24/12/2023
FBK13212,231212,1,Poor,09/01/2023
FBK13213,231213,5,Average,13/10/2023
FBK13214,231214,8,Good,22/07/2023
FBK13215,231215,6,Average,18/03/2023
FBK13216,231216,10,Excellent,06/10/2023
FBK13217,231217,7,Good,17/03/2023
FBK13218,231218,6,Average,15/06/2023
FBK13219,231219,6,Average,11/02/2023
FBK13220,231220,6,Average,05/07/2023
FBK13221,231221,5,Average,11/02/2023
FBK13222,231222,7,Good,16/03/2023
FBK13223,231223,8,Good,12/12/2023
FBK13224,231224,8,Good,09/05/2023
FBK13225,231225,6,Average,17/05/2023
FBK13226,231226,4,Poor,06/07/2023
FBK13227,231227,7,Good,16/12/2023
FBK13228,231228,8,Good,28/09/2023
FBK13229,231229,9,Excellent,07/01/2023
FBK13230,231230,6,Average,08/01/2023
FBK13231,231231,7,Good,16/01/2023
FBK13232,231232,7,Good,23/03/2023
FBK13233,231233,5,Average,04/07/2023
FBK13234,231234,4,Poor,15/01/2023
FBK13235,231235,3,Poor,18/12/2023
FBK13236,231236,10,Excellent,16/08/2023
FBK13237,231237,7,Good,28/12/2023
FBK13238,231238,9,Excellent,12/02/2023
FBK13239,231239,5,Average,28/04/2023
FBK13240,231240,8,Good,27/03/2023
FBK13241,231241,9,Excellent,17/12/2023
FBK13242,231242,5,Average,22/10/2023
FBK13243,231243,4,Poor,19/04/2023
FBK13244,231244,8,Good,25/09/2023
FBK13245,231245,9,Excellent,14/03/2023
FBK13246,231246,8,Good,25/04/2023
FBK13247,231247,8,Good,04/11/2023
FBK13248,231248,7,Good,10/01/2023
FBK13249,231249,8,Good,12/07/2023
FBK13250,231250,8,Good,27/02/2023
FBK13251,231251,8,Good,01/03/2023
FBK13252,231252,8,Good,27/08/2023
FBK13253,231253,10,Excellent,21/08/2023
FBK13254,231254,5,Average,22/10/2023
FBK13255,231255,6,Average,02/06/2023
FBK13256,231256,6,Average,11/08/2023
FBK13257,231257,2,Poor,07/03/2023
FBK13258,231258,8,Good,10/11/2023
FBK13259,231259,7,Good,24/01/2023
FBK13260,231260,5,Average,20/09/2023
FBK13261,231261,8,Good,13/02/2023
FBK13262,231262,5,Average,08/03/2023
FBK13263,231263,7,Good,01/02/2023
FBK13264,231264,8,Good,13/03/2023
FBK13265,231265,9,Excellent,21/05/2023
FBK13266,231266,8,Good,10/02/2023
FBK13267,231267,7,Good,24/07/2023
FBK13268,231268,9,Excellent,20/11/2023
FBK13269,231269,9,Excellent,22/06/2023
FBK13270,231270,9,Excellent,17/06/2023
FBK13271,231271,5,Average,15/08/2023
FBK13272,231272,3,Poor,09/08/2023
FBK13273,231273,4,Poor,14/10/2023
FBK13274,231274,5,Average,26/07/2023
FBK13275,231275,8,Good,06/10/2023
FBK13276,231276,8,Good,14/11/2023
FBK13277,231277,5,Average,17/01/2023
FBK13278,231278,8,Good,22/08/2023
FBK13279,231279,6,Average,22/11/2023
FBK13280,231280,3,Poor,17/08/2023
FBK13281,231281,6,Average,10/02/2023
FBK13282,231282,8,Good,03/07/2023
FBK13283,231283,6,Average,05/05/2023
FBK13284,231284,8,Good,10/11/2023
FBK13285,231285,6,Average,14/09/2023
FBK13286,231286,5,Average,02/10/2023
FBK13287,231287,5,Average,02/02/2023
FBK13288,231288,9,Excellent,17/02/2023
FBK13289,231289,7,Good,04/07/2023
FBK13290,231290,9,Excellent,24/11/2023
FBK13291,231291,7,Good,12/05/2023
FBK13292,231292,10,Excellent,03/10/2023
FBK13293,231293,3,Poor,04/01/2023
FBK13294,231294,9,Excellent,26/03/2023
FBK13295,231295,7,Good,02/07/2023
FBK13296,231296,9,Excellent,23/07/2023
FBK13297,231297,6,Average,19/06/2023
FBK13298,231298,5,Average,15/11/2023
FBK13299,231299,3,Poor,11/05/2023
FBK13300,231300,9,Excellent,06/04/2023
FBK13301,231301,4,Poor,20/12/2023
FBK13302,231302,5,Average,04/11/2023
FBK13303,231303,6,Average,01/09/2023
FBK13304,231304,7,Good,04/07/2023
FBK13305,231305,9,Excellent,21/03/2023
FBK13306,231306,7,Good,23/08/2023
FBK13307,231307,6,Average,24/11/2023
FBK13308,231308,8,Good,16/12/2023
FBK13309,231309,8,Good,27/10/2023
FBK13310,231310,7,Good,23/06/2023
FBK13311,231311,7,Good,03/05/2023
FBK13312,231312,4,Poor,01/03/2023
FBK13313,231313,7,Good,27/02/2023
FBK13314,231314,1,Poor,07/12/2023
FBK13315,231315,5,Average,16/04/2023
FBK13316,231316,8,Good,08/11/2023
FBK13317,231317,4,Poor,28/11/2023
FBK13318,231318,8,Good,03/04/2023
FBK13319,231319,7,Good,05/08/2023
FBK13320,231320,8,Good,01/07/2023
FBK13321,231321,3,Poor,05/03/2023
FBK13322,231322,7,Good,16/08/2023
FBK13323,231323,7,Good,19/08/2023
FBK13324,231324,6,Average,10/04/2023
FBK13325,231325,10,Excellent,02/07/2023
FBK13326,231326,6,Average,04/01/2023
FBK13327,231327,2,Poor,28/07/2023
FBK13328,231328,5,Average,19/12/2023
FBK13329,231329,6,Average,18/12/2023
FBK13330,231330,1,Poor,16/01/2023
FBK13331,231331,6,Average,17/08/2023
FBK13332,231332,9,Excellent,20/12/2023
FBK13333,231333,5,Average,23/04/2023
FBK13334,231334,8,Good,01/09/2023
FBK13335,231335,7,Good,11/10/2023
FBK13336,231336,5,Average,09/02/2023
FBK13337,231337,8,Good,04/08/2023
FBK13338,231338,6,Average,21/10/2023
FBK13339,231339,4,Poor,23/08/2023
FBK13340,231340,6,Average,06/01/2023
FBK13341,231341,7,Good,07/12/2023
FBK13342,231342,4,Poor,15/06/2023
FBK13343,231343,8,Good,08/09/2023
FBK13344,231344,5,Average,11/11/2023
FBK13345,231345,5,Average,22/12/2023
FBK13346,231346,8,Good,10/03/2023
FBK13347,231347,7,Good,27/07/2023
FBK13348,231348,6,Average,26/08/2023
FBK13349,231349,9,Excellent,07/10/2023
FBK13350,231350,10,Excellent,24/12/2023
FBK13351,231351,6,Average,16/11/2023
FBK13352,231352,9,Excellent,07/03/2023
FBK13353,231353,6,Average,16/10/2023
FBK13354,231354,5,Average,16/07/2023
FBK13355,231355,10,Excellent,07/04/2023
FBK13356,231356,9,Excellent,01/01/2023
FBK13357,231357,6,Average,12/05/2023
FBK13358,231358,5,Average,27/03/2023
FBK13359,231359,8,Good,26/01/2023
FBK13360,231360,4,Poor,14/06/2023
FBK13361,231361,8,Good,08/10/2023
FBK13362,231362,7,Good,08/09/2023
FBK13363,231363,4,Poor,11/05/2023
FBK13364,231364,6,Average,25/01/2023
FBK13365,231365,8,Good,05/05/2023
FBK13366,231366,2,Poor,22/10/2023
FBK13367,231367,9,Excellent,02/12/2023
FBK13368,231368,5,Average,27/08/2023
FBK13369,231369,7,Good,26/02/2023
FBK13370,231370,2,Poor,26/10/2023
FBK13371,231371,10,Excellent,02/09/2023
FBK13372,231372,8,Good,06/02/2023
FBK13373,231373,8,Good,12/04/2023
FBK13374,231374,1,Poor,10/12/2023
FBK13375,231375,8,Good,16/09/2023
FBK13376,231376,6,Average,21/03/2023
FBK13377,231377,6,Average,27/06/2023
FBK13378,231378,7,Good,28/02/2023
FBK13379,231379,7,Good,14/08/2023
FBK13380,231380,4,Poor,27/04/2023
FBK13381,231381,8,Good,10/06/2023
FBK13382,231382,7,Good,03/03/2023
FBK13383,231383,6,Average,23/06/2023
FBK13384,231384,8,Good,21/06/2023
FBK13385,231385,8,Good,25/03/2023
FBK13386,231386,5,Average,26/07/2023
FBK13387,231387,7,Good,26/03/2023
FBK13388,231388,4,Poor,14/07/2023
FBK13389,231389,9,Excellent,26/09/2023
FBK13390,231390,4,Poor,15/01/2023
FBK13391,231391,8,Good,23/01/2023
FBK13392,231392,4,Poor,03/02/2023
FBK13393,231393,4,Poor,13/06/2023
FBK13394,231394,4,Poor,02/07/2023
FBK13395,231395,5,Average,22/01/2023
FBK13396,231396,5,Average,02/10/2023
FBK13397,231397,5,Average,14/05/2023
FBK13398,231398,7,Good,23/11/2023
FBK13399,231399,5,Average,24/05/2023
FBK13400,231400,8,Good,01/06/2023
FBK13401,231401,5,Average,20/09/2023
FBK13402,231402,2,Poor,13/12/2023
FBK13403,231403,7,Good,07/11/2023
FBK13404,231404,5,Average,26/10/2023
FBK13405,231405,10,Excellent,15/11/2023
FBK13406,231406,6,Average,13/11/2023
FBK13407,231407,1,Poor,03/05/2023
FBK13408,231408,8,Good,11/09/2023
FBK13409,231409,9,Excellent,24/12/2023
FBK13410,231410,9,Excellent,18/09/2023
FBK13411,231411,8,Good,03/04/2023
FBK13412,231412,4,Poor,10/09/2023
FBK13413,231413,3,Poor,25/06/2023
FBK13414,231414,7,Good,01/01/2023
FBK13415,231415,8,Good,09/10/2023
FBK13416,231416,4,Poor,24/05/2023
FBK13417,231417,5,Average,04/09/2023
FBK13418,231418,5,Average,09/06/2023
FBK13419,231419,10,Excellent,04/06/2023
FBK13420,231420,5,Average,04/11/2023
FBK13421,231421,7,Good,19/05/2023
FBK13422,231422,3,Poor,11/08/2023
FBK13423,231423,4,Poor,19/12/2023
FBK13424,231424,2,Poor,21/12/2023
FBK13425,231425,5,Average,08/10/2023
FBK13426,231426,8,Good,10/05/2023
FBK13427,231427,6,Average,05/11/2023
FBK13428,231428,8,Good,24/09/2023
FBK13429,231429,3,Poor,11/02/2023
FBK13430,231430,8,Good,07/10/2023
FBK13431,231431,2,Poor,04/08/2023
FBK13432,231432,9,Excellent,14/12/2023
FBK13433,231433,8,Good,03/02/2023
FBK13434,231434,4,Poor,05/07/2023
FBK13435,231435,6,Average,15/04/2023
FBK13436,231436,6,Average,22/06/2023
FBK13437,231437,7,Good,19/07/2023
FBK13438,231438,9,Excellent,25/09/2023
FBK13439,231439,3,Poor,19/05/2023
FBK13440,231440,8,Good,14/11/2023
FBK13441,231441,5,Average,16/12/2023
FBK13442,231442,6,Average,05/03/2023
FBK13443,231443,10,Excellent,16/03/2023
FBK13444,231444,5,Average,23/03/2023
FBK13445,231445,6,Average,04/09/2023
FBK13446,231446,9,Excellent,16/08/2023
FBK13447,231447,8,Good,06/12/2023
FBK13448,231448,7,Good,04/06/2023
FBK13449,231449,8,Good,04/07/2023
FBK13450,231450,4,Poor,19/06/2023
FBK13451,231451,8,Good,17/01/2023
FBK13452,231452,3,Poor,12/02/2023
FBK13453,231453,10,Excellent,10/06/2023
FBK13454,231454,4,Poor,01/08/2023
FBK13455,231455,6,Average,26/03/2023
FBK13456,231456,7,Good,02/07/2023
FBK13457,231457,8,Good,07/05/2023
FBK13458,231458,8,Good,16/12/2023
FBK13459,231459,5,Average,18/02/2023
FBK13460,231460,6,Average,28/02/2023
FBK13461,231461,6,Average,16/07/2023
FBK13462,231462,2,Poor,19/05/2023
FBK13463,231463,8,Good,26/06/2023
FBK13464,231464,9,Excellent,27/08/2023
FBK13465,231465,10,Excellent,25/03/2023
FBK13466,231466,4,Poor,21/09/2023
FBK13467,231467,9,Excellent,22/08/2023
FBK13468,231468,4,Poor,28/03/2023
FBK13469,231469,6,Average,26/02/2023
FBK13470,231470,2,Poor,20/11/2023
FBK13471,231471,5,Average,08/07/2023
FBK13472,231472,6,Average,18/06/2023
FBK13473,231473,8,Good,15/11/2023
FBK13474,231474,8,Good,03/11/2023
FBK13475,231475,8,Good,01/12/2023
FBK13476,231476,7,Good,26/11/2023
FBK13477,231477,7,Good,21/09/2023
FBK13478,231478,10,Excellent,18/11/2023
FBK13479,231479,8,Good,20/04/2023
FBK13480,231480,6,Average,25/10/2023
FBK13481,231481,7,Good,17/10/2023
FBK13482,231482,8,Good,17/08/2023
FBK13483,231483,3,Poor,22/02/2023
FBK13484,231484,8,Good,01/03/2023
FBK13485,231485,5,Average,08/04/2023
FBK13486,231486,6,Average,03/08/2023
FBK13487,231487,8,Good,11/10/2023
FBK13488,231488,6,Average,02/10/2023
FBK13489,231489,9,Excellent,11/01/2023
FBK13490,231490,7,Good,14/03/2023
FBK13491,231491,10,Excellent,11/09/2023
FBK13492,231492,3,Poor,03/05/2023
FBK13493,231493,7,Good,18/02/2023
FBK13494,231494,4,Poor,05/05/2023
FBK13495,231495,9,Excellent,25/05/2023
FBK13496,231496,9,Excellent,10/03/2023
FBK13497,231497,9,Excellent,06/11/2023
FBK13498,231498,3,Poor,11/10/2023
FBK13499,231499,7,Good,23/01/2023
FBK13500,231500,5,Average,13/05/2023
FBK13501,231501,10,Excellent,05/06/2023
FBK13502,231502,3,Poor,09/06/2023
FBK13503,231503,5,Average,02/02/2023
FBK13504,231504,7,Good,25/04/2023
FBK13505,231505,6,Average,08/10/2023
FBK13506,231506,5,Average,25/09/2023
FBK13507,231507,7,Good,04/07/2023
FBK13508,231508,8,Good,11/01/2023
FBK13509,231509,6,Average,14/09/2023
FBK13510,231510,9,Excellent,01/08/2023
FBK13511,231511,6,Average,08/11/2023
FBK13512,231512,4,Poor,18/05/2023
FBK13513,231513,7,Good,04/11/2023
FBK13514,231514,8,Good,21/09/2023
FBK13515,231515,4,Poor,19/05/2023
FBK13516,231516,6,Average,03/08/2023
FBK13517,231517,7,Good,26/04/2023
FBK13518,231518,1,Poor,18/06/2023
FBK13519,231519,3,Poor,18/04/2023
FBK13520,231520,7,Good,15/09/2023
FBK13521,231521,7,Good,27/01/2023
FBK13522,231522,6,Average,10/10/2023
FBK13523,231523,7,Good,02/01/2023
FBK13524,231524,5,Average,20/05/2023
FBK13525,231525,8,Good,13/11/2023
FBK13526,231526,10,Excellent,07/11/2023
FBK13527,231527,6,Average,10/09/2023
FBK13528,231528,3,Poor,24/03/2023
FBK13529,231529,5,Average,03/10/2023
FBK13530,231530,7,Good,13/02/2023
FBK13531,231531,7,Good,24/03/2023
FBK13532,231532,7,Good,14/05/2023
FBK13533,231533,7,Good,17/10/2023
FBK13534,231534,8,Good,11/11/2023
FBK13535,231535,8,Good,15/12/2023
FBK13536,231536,4,Poor,22/04/2023
FBK13537,231537,8,Good,07/06/2023
FBK13538,231538,5,Average,11/10/2023
FBK13539,231539,6,Average,05/12/2023
FBK13540,231540,8,Good,16/10/2023
FBK13541,231541,10,Excellent,22/01/2023
FBK13542,231542,5,Average,18/07/2023
FBK13543,231543,7,Good,18/07/2023
FBK13544,231544,8,Good,21/11/2023
FBK13545,231545,2,Poor,01/09/2023
FBK13546,231546,4,Poor,04/11/2023
FBK13547,231547,4,Poor,27/07/2023
FBK13548,231548,8,Good,13/06/2023
FBK13549,231549,8,Good,01/12/2023
FBK13550,231550,4,Poor,12/08/2023
FBK13551,231551,7,Good,01/08/2023
FBK13552,231552,5,Average,01/12/2023
FBK13553,231553,10,Excellent,23/11/2023
FBK13554,231554,6,Average,03/04/2023
FBK13555,231555,7,Good,10/11/2023
FBK13556,231556,8,Good,16/04/2023
FBK13557,231557,8,Good,09/01/2023
FBK13558,231558,4,Poor,23/12/2023
FBK13559,231559,6,Average,01/04/2023
FBK13560,231560,9,Excellent,13/11/2023
FBK13561,231561,9,Excellent,19/05/2023
FBK13562,231562,7,Good,06/08/2023
FBK13563,231563,8,Good,22/04/2023
FBK13564,231564,7,Good,22/11/2023
FBK13565,231565,8,Good,06/10/2023
FBK13566,231566,10,Excellent,05/10/2023
FBK13567,231567,4,Poor,09/03/2023
FBK13568,231568,7,Good,17/04/2023
FBK13569,231569,7,Good,28/04/2023
FBK13570,231570,2,Poor,22/12/2023
FBK13571,231571,10,Excellent,09/10/2023
FBK13572,231572,9,Excellent,01/08/2023
FBK13573,231573,7,Good,22/11/2023
FBK13574,231574,7,Good,14/06/2023
FBK13575,231575,9,Excellent,04/05/2023
FBK13576,231576,4,Poor,16/08/2023
FBK13577,231577,7,Good,25/09/2023
FBK13578,231578,8,Good,08/12/2023
FBK13579,231579,4,Poor,14/05/2023
FBK13580,231580,6,Average,11/08/2023
FBK13581,231581,7,Good,07/07/2023
FBK13582,231582,9,Excellent,19/02/2023
FBK13583,231583,7,Good,08/12/2023
FBK13584,231584,6,Average,08/02/2023
FBK13585,231585,10,Excellent,11/03/2023
FBK13586,231586,9,Excellent,21/02/2023
FBK13587,231587,8,Good,16/01/2023
FBK13588,231588,5,Average,19/01/2023
FBK13589,231589,10,Excellent,08/05/2023
FBK13590,231590,10,Excellent,08/08/2023
FBK13591,231591,7,Good,27/01/2023
FBK13592,231592,4,Poor,26/09/2023
FBK13593,231593,6,Average,25/02/2023
FBK13594,231594,8,Good,15/10/2023
FBK13595,231595,8,Good,15/11/2023
FBK13596,231596,5,Average,03/02/2023
FBK13597,231597,8,Good,13/01/2023
FBK13598,231598,9,Excellent,03/12/2023
FBK13599,231599,8,Good,26/01/2023
FBK13600,231600,10,Excellent,10/01/2023
FBK13601,231601,7,Good,14/11/2023
FBK13602,231602,5,Average,22/02/2023
FBK13603,231603,7,Good,02/09/2023
FBK13604,231604,5,Average,13/07/2023
FBK13605,231605,6,Average,25/10/2023
