enrollment_id,student_id,course_id,lecturer_id,enrollment_date,semester,enrollment_status
ENR13943,222121,ENG1001,LEC1095,23/10/2022,Semester 2,Active
ENR13945,222122,AGR1007,LEC1118,06/05/2022,Semester 1,Completed
ENR13947,222123,ENG1006,LEC1095,13/09/2022,Semester 2,Dropped
ENR13949,222124,MED1009,LEC1024,25/04/2022,Semester 1,Completed
ENR13950,222125,SCI1010,LEC1090,20/03/2022,Semester 1,Completed
ENR13951,222126,SCI1003,LEC1087,24/07/2022,Semester 2,Dropped
ENR13953,222127,BUS1001,LEC1040,04/09/2022,Semester 2,Completed
ENR13954,222128,COM1008,LEC1007,27/07/2022,Semester 2,Dropped
ENR13956,222129,ART1008,LEC1062,07/06/2022,Semester 1,Completed
ENR13958,222130,SCI1002,LEC1082,01/05/2022,Semester 1,Active
ENR13959,222131,AGR1009,LEC1118,26/03/2022,Semester 1,Active
ENR13960,222132,AGR1007,LEC1111,31/10/2022,Semester 2,Dropped
ENR13961,222133,MED1003,LEC1017,12/02/2022,Semester 1,Completed
ENR13962,222134,ENG1010,LEC1097,10/09/2022,Semester 2,Completed
ENR13963,222135,COM1007,LEC1001,30/08/2022,Semester 2,Completed
ENR13964,222136,MED1008,LEC1020,07/07/2022,Semester 2,Active
ENR13965,222137,COM1006,LEC1003,08/06/2022,Semester 1,Active
ENR13966,222138,COM1005,LEC1010,12/02/2022,Semester 1,Completed
ENR13967,222139,BUS1005,LEC1043,29/03/2022,Semester 1,Dropped
ENR13968,222140,MED1004,LEC1020,31/10/2022,Semester 2,Active
ENR13970,222141,MED1008,LEC1017,25/08/2022,Semester 2,Active
ENR13972,222142,AGR1008,LEC1109,19/12/2022,Semester 2,Active
ENR13974,222143,SCI1008,LEC1081,18/09/2022,Semester 2,Active
ENR13976,222144,LAW1001,LEC1058,08/06/2022,Semester 1,Active
ENR13978,222145,COM1005,LEC1002,31/01/2022,Semester 1,Completed
ENR13979,222146,MED1004,LEC1023,06/03/2022,Semester 1,Completed
ENR13980,222147,LAW1007,LEC1058,20/06/2022,Semester 1,Active
ENR13981,222148,SOC1002,LEC1143,11/08/2022,Semester 2,Dropped
ENR13982,222149,ARC1003,LEC1131,10/12/2022,Semester 2,Active
ENR13983,222150,ENG1001,LEC1101,18/01/2022,Semester 1,Active
ENR13984,222151,SCI1001,LEC1079,26/06/2022,Semester 1,Completed
ENR13985,222152,COM1005,LEC1014,10/05/2022,Semester 1,Dropped
ENR13986,222153,ENG1004,LEC1098,04/12/2022,Semester 2,Dropped
ENR13987,222154,SCI1008,LEC1078,17/06/2022,Semester 1,Dropped
ENR13989,222155,BUS1002,LEC1035,01/08/2022,Semester 2,Completed
ENR13990,222156,ART1003,LEC1063,22/01/2022,Semester 1,Completed
ENR13992,222157,BUS1006,LEC1042,03/04/2022,Semester 1,Dropped
ENR13994,222158,AGR1009,LEC1111,22/06/2022,Semester 1,Completed
ENR13996,222159,MED1009,LEC1021,15/12/2022,Semester 2,Active
ENR13997,222160,ENG1008,LEC1100,10/11/2022,Semester 2,Completed
ENR13999,222161,ENG1009,LEC1103,22/08/2022,Semester 2,Completed
ENR14001,222162,ENG1001,LEC1104,02/08/2022,Semester 2,Dropped
ENR14002,222163,ART1001,LEC1074,30/10/2022,Semester 2,Completed
ENR14003,222164,LAW1004,LEC1050,30/11/2022,Semester 2,Completed
ENR14005,222165,LAW1004,LEC1046,29/09/2022,Semester 2,Completed
ENR14007,222166,COM1001,LEC1007,25/01/2022,Semester 1,Completed
ENR14009,222167,ENG1005,LEC1104,24/11/2022,Semester 2,Active
ENR14010,222168,ENG1004,LEC1100,20/04/2022,Semester 1,Active
ENR14011,222169,LAW1001,LEC1060,19/07/2022,Semester 2,Active
ENR14012,222170,ENG1010,LEC1101,13/04/2022,Semester 1,Completed
ENR14013,222171,MED1001,LEC1021,28/11/2022,Semester 2,Completed
ENR14015,222172,BUS1002,LEC1041,30/05/2022,Semester 1,Active
ENR14017,222173,ART1007,LEC1062,28/05/2022,Semester 1,Active
ENR14018,222174,COM1010,LEC1003,04/03/2022,Semester 1,Completed
ENR14019,222175,COM1009,LEC1013,19/05/2022,Semester 1,Completed
ENR14020,222176,SOC1008,LEC1143,22/06/2022,Semester 1,Completed
ENR14021,222177,ENG1006,LEC1092,04/09/2022,Semester 2,Active
ENR14023,222178,ART1010,LEC1073,07/04/2022,Semester 1,Active
ENR14024,222179,AGR1010,LEC1118,14/02/2022,Semester 1,Completed
ENR14025,222180,MED1009,LEC1021,24/03/2022,Semester 1,Completed
ENR14026,222181,SOC1007,LEC1146,29/06/2022,Semester 1,Completed
ENR14028,222182,ENG1006,LEC1103,26/07/2022,Semester 2,Completed
ENR14029,222183,BUS1005,LEC1040,23/11/2022,Semester 2,Dropped
ENR14030,222184,SOC1006,LEC1139,03/12/2022,Semester 2,Dropped
ENR14031,222185,ART1010,LEC1066,25/11/2022,Semester 2,Active
ENR14033,222186,BUS1005,LEC1031,20/10/2022,Semester 2,Active
ENR14035,222187,SOC1006,LEC1149,04/01/2022,Semester 1,Active
ENR14037,222188,AGR1006,LEC1108,31/08/2022,Semester 2,Dropped
ENR14038,222189,MED1006,LEC1025,17/01/2022,Semester 1,Active
ENR14040,222190,COM1005,LEC1014,24/02/2022,Semester 1,Completed
ENR14042,222191,MED1010,LEC1020,24/06/2022,Semester 1,Dropped
ENR14044,222192,LAW1010,LEC1057,03/06/2022,Semester 1,Dropped
ENR14046,222193,SOC1002,LEC1137,12/03/2022,Semester 1,Completed
ENR14047,222194,MED1005,LEC1017,16/05/2022,Semester 1,Active
ENR14049,222195,AGR1005,LEC1118,10/02/2022,Semester 1,Completed
ENR14050,222196,LAW1006,LEC1050,09/10/2022,Semester 2,Completed
ENR14051,222197,AGR1001,LEC1116,02/06/2022,Semester 1,Completed
ENR14053,222198,MED1002,LEC1026,20/06/2022,Semester 1,Active
ENR14055,222199,AGR1006,LEC1106,24/02/2022,Semester 1,Dropped
ENR14056,222200,ENG1001,LEC1103,04/07/2022,Semester 2,Dropped
ENR14057,222201,LAW1004,LEC1048,30/10/2022,Semester 2,Completed
ENR14058,222202,ART1003,LEC1063,05/04/2022,Semester 1,Completed
ENR14059,222203,ENG1001,LEC1094,29/12/2022,Semester 2,Completed
ENR14060,222204,SOC1005,LEC1149,16/12/2022,Semester 2,Completed
ENR14061,222205,COM1001,LEC1011,25/09/2022,Semester 2,Active
ENR14063,222206,COM1008,LEC1007,19/04/2022,Semester 1,Dropped
ENR14064,222207,ENG1008,LEC1095,26/06/2022,Semester 1,Completed
ENR14065,222208,AGR1006,LEC1112,24/10/2022,Semester 2,Active
ENR14067,222209,LAW1003,LEC1056,06/11/2022,Semester 2,Dropped
ENR14069,222210,ARC1009,LEC1123,23/10/2022,Semester 2,Completed
ENR14071,222211,SOC1002,LEC1136,29/04/2022,Semester 1,Completed
ENR14072,222212,SOC1004,LEC1137,17/12/2022,Semester 2,Dropped
ENR14073,222213,BUS1008,LEC1035,27/02/2022,Semester 1,Completed
ENR14074,222214,SOC1002,LEC1137,23/12/2022,Semester 2,Completed
ENR14075,222215,MED1004,LEC1021,16/04/2022,Semester 1,Dropped
ENR14077,222216,ART1002,LEC1067,13/07/2022,Semester 2,Active
ENR14079,222217,ART1010,LEC1066,07/04/2022,Semester 1,Completed
ENR14080,222218,ENG1003,LEC1095,12/08/2022,Semester 2,Completed
ENR14082,222219,COM1008,LEC1013,31/01/2022,Semester 1,Dropped
ENR14083,222220,BUS1007,LEC1037,26/02/2022,Semester 1,Active
ENR14085,222221,SOC1009,LEC1136,31/08/2022,Semester 2,Completed
ENR14087,222222,SCI1008,LEC1079,19/12/2022,Semester 2,Active
ENR14088,222223,ART1010,LEC1065,24/03/2022,Semester 1,Dropped
ENR14090,222224,ARC1003,LEC1128,16/07/2022,Semester 2,Completed
ENR14091,222225,MED1005,LEC1020,09/07/2022,Semester 2,Active
ENR14092,222226,LAW1005,LEC1059,04/12/2022,Semester 2,Active
ENR14093,222227,COM1003,LEC1002,18/10/2022,Semester 2,Completed
ENR14095,222228,SOC1007,LEC1146,12/10/2022,Semester 2,Completed
ENR14096,222229,ENG1008,LEC1091,18/03/2022,Semester 1,Completed
ENR14098,222230,COM1001,LEC1008,10/04/2022,Semester 1,Completed
ENR14100,222231,ARC1010,LEC1133,20/05/2022,Semester 1,Completed
ENR14102,222232,ART1009,LEC1068,16/11/2022,Semester 2,Completed
ENR14103,222233,ART1002,LEC1061,22/06/2022,Semester 1,Active
ENR14104,222234,SOC1008,LEC1139,30/09/2022,Semester 2,Active
ENR14106,222235,MED1004,LEC1025,12/03/2022,Semester 1,Completed
ENR14107,222236,COM1006,LEC1004,28/08/2022,Semester 2,Dropped
ENR14109,222237,SOC1002,LEC1138,24/04/2022,Semester 1,Completed
ENR14111,222238,COM1002,LEC1015,28/10/2022,Semester 2,Dropped
ENR14113,222239,MED1002,LEC1021,02/05/2022,Semester 1,Completed
ENR14114,222240,LAW1003,LEC1058,03/11/2022,Semester 2,Completed
ENR14115,222241,ENG1001,LEC1102,22/05/2022,Semester 1,Completed
ENR14116,222242,ENG1003,LEC1104,21/04/2022,Semester 1,Dropped
ENR14117,222243,MED1003,LEC1017,15/09/2022,Semester 2,Completed
ENR14119,222244,ART1006,LEC1073,20/08/2022,Semester 2,Completed
ENR14121,222245,BUS1005,LEC1033,22/03/2022,Semester 1,Completed
ENR14123,222246,BUS1006,LEC1033,01/06/2022,Semester 1,Dropped
ENR14124,222247,ARC1005,LEC1128,26/04/2022,Semester 1,Completed
ENR14125,222248,MED1006,LEC1027,15/04/2022,Semester 1,Active
ENR14126,222249,ARC1008,LEC1127,20/03/2022,Semester 1,Completed
ENR14128,222250,ART1008,LEC1061,30/09/2022,Semester 2,Completed
ENR14129,222251,MED1004,LEC1017,22/03/2022,Semester 1,Completed
ENR14131,222252,BUS1010,LEC1042,27/03/2022,Semester 1,Active
ENR14133,222253,BUS1001,LEC1044,01/11/2022,Semester 2,Completed
ENR14135,222254,ART1001,LEC1065,07/11/2022,Semester 2,Completed
ENR14137,222255,LAW1008,LEC1052,02/10/2022,Semester 2,Dropped
ENR14139,222256,COM1007,LEC1004,25/12/2022,Semester 2,Completed
ENR14140,222257,SCI1001,LEC1090,29/11/2022,Semester 2,Completed
ENR14142,222258,LAW1001,LEC1060,26/01/2022,Semester 1,Completed
ENR14143,222259,ENG1009,LEC1099,12/02/2022,Semester 1,Active
ENR14144,222260,LAW1004,LEC1050,20/06/2022,Semester 1,Completed
ENR14145,222261,COM1006,LEC1007,09/09/2022,Semester 2,Completed
ENR14146,222262,BUS1009,LEC1042,22/11/2022,Semester 2,Completed
ENR14147,222263,AGR1010,LEC1113,06/02/2022,Semester 1,Dropped
ENR14148,222264,SOC1005,LEC1148,14/06/2022,Semester 1,Dropped
ENR14149,222265,ARC1008,LEC1125,22/06/2022,Semester 1,Completed
ENR14150,222266,SOC1008,LEC1136,14/01/2022,Semester 1,Completed
ENR14151,222267,MED1001,LEC1021,26/03/2022,Semester 1,Completed
ENR14152,222268,ARC1009,LEC1124,04/09/2022,Semester 2,Completed
ENR14153,222269,ENG1009,LEC1101,10/07/2022,Semester 2,Completed
ENR14155,222270,ART1006,LEC1066,14/07/2022,Semester 2,Completed
ENR14156,222271,SOC1007,LEC1140,14/05/2022,Semester 1,Completed
ENR14158,222272,ENG1003,LEC1099,09/02/2022,Semester 1,Completed
ENR14160,222273,ART1009,LEC1068,21/01/2022,Semester 1,Dropped
ENR14162,222274,ARC1005,LEC1125,06/05/2022,Semester 1,Dropped
ENR14163,222275,ARC1002,LEC1126,15/02/2022,Semester 1,Active
ENR14165,222276,ART1009,LEC1070,04/03/2022,Semester 1,Completed
ENR14167,222277,ART1008,LEC1071,26/01/2022,Semester 1,Active
ENR14169,222278,AGR1001,LEC1117,21/01/2022,Semester 1,Dropped
ENR14170,222279,SCI1003,LEC1079,04/05/2022,Semester 1,Dropped
ENR14171,222280,AGR1010,LEC1111,09/01/2022,Semester 1,Completed
ENR14173,222281,MED1006,LEC1029,20/07/2022,Semester 2,Active
ENR14174,222282,AGR1002,LEC1120,28/09/2022,Semester 2,Completed
ENR14175,222283,ARC1001,LEC1132,13/05/2022,Semester 1,Completed
ENR14177,222284,ART1009,LEC1072,07/04/2022,Semester 1,Completed
ENR14178,222285,LAW1005,LEC1049,21/03/2022,Semester 1,Completed
ENR14180,222286,ENG1007,LEC1100,27/11/2022,Semester 2,Active
ENR14181,222287,LAW1009,LEC1048,11/01/2022,Semester 1,Completed
ENR14183,222288,BUS1008,LEC1032,08/06/2022,Semester 1,Active
ENR14185,222289,ARC1001,LEC1127,22/03/2022,Semester 1,Active
ENR14187,222290,SCI1002,LEC1088,28/04/2022,Semester 1,Active
ENR14188,222291,ENG1010,LEC1101,06/04/2022,Semester 1,Active
ENR14190,222292,ART1009,LEC1065,30/07/2022,Semester 2,Active
ENR14192,222293,SOC1004,LEC1137,08/07/2022,Semester 2,Completed
ENR14193,222294,LAW1006,LEC1051,10/03/2022,Semester 1,Dropped
ENR14194,222295,ARC1007,LEC1132,24/06/2022,Semester 1,Completed
ENR14195,222296,ARC1008,LEC1131,30/01/2022,Semester 1,Active
ENR14197,222297,BUS1005,LEC1044,27/09/2022,Semester 2,Active
ENR14199,222298,SOC1004,LEC1139,14/03/2022,Semester 1,Completed
ENR14201,222299,SOC1003,LEC1150,05/03/2022,Semester 1,Completed
ENR14203,222300,ENG1004,LEC1094,10/03/2022,Semester 1,Dropped
ENR14204,222301,BUS1009,LEC1031,28/07/2022,Semester 2,Completed
ENR14206,222302,ART1010,LEC1062,25/08/2022,Semester 2,Dropped
ENR14208,222303,BUS1004,LEC1034,14/01/2022,Semester 1,Completed
ENR14209,222304,ART1003,LEC1073,01/08/2022,Semester 2,Completed
ENR14210,222305,AGR1007,LEC1114,07/01/2022,Semester 1,Completed
ENR14211,222306,ART1003,LEC1068,23/11/2022,Semester 2,Dropped
ENR14213,222307,COM1001,LEC1015,14/11/2022,Semester 2,Completed
ENR14215,222308,COM1008,LEC1002,09/06/2022,Semester 1,Completed
ENR14216,222309,ENG1008,LEC1101,22/10/2022,Semester 2,Active
ENR14217,222310,ENG1010,LEC1095,26/04/2022,Semester 1,Completed
ENR14218,222311,ENG1008,LEC1098,25/06/2022,Semester 1,Completed
ENR14220,222312,SOC1003,LEC1138,21/04/2022,Semester 1,Completed
ENR14221,222313,LAW1001,LEC1053,21/05/2022,Semester 1,Active
ENR14222,222314,SCI1004,LEC1077,17/02/2022,Semester 1,Active
ENR14224,222315,SOC1006,LEC1136,07/07/2022,Semester 2,Completed
ENR14226,222316,SCI1001,LEC1082,11/08/2022,Semester 2,Completed
ENR14228,222317,SCI1005,LEC1088,10/01/2022,Semester 1,Completed
ENR14229,222318,COM1008,LEC1009,15/04/2022,Semester 1,Active
ENR14230,222319,SCI1001,LEC1090,08/11/2022,Semester 2,Completed
ENR14232,222320,COM1010,LEC1006,19/04/2022,Semester 1,Completed
ENR14234,222321,ART1006,LEC1061,09/08/2022,Semester 2,Completed
ENR14236,222322,SCI1005,LEC1088,15/10/2022,Semester 2,Completed
ENR14238,222323,SOC1006,LEC1136,01/03/2022,Semester 1,Completed
ENR14240,222324,SOC1010,LEC1139,25/06/2022,Semester 1,Active
ENR14242,222325,COM1006,LEC1004,30/04/2022,Semester 1,Active
ENR14244,222326,ARC1006,LEC1126,20/08/2022,Semester 2,Completed
ENR14245,222327,ENG1005,LEC1096,17/10/2022,Semester 2,Completed
ENR14246,222328,LAW1007,LEC1055,04/04/2022,Semester 1,Completed
ENR14248,222329,SOC1007,LEC1145,28/12/2022,Semester 2,Dropped
ENR14250,222330,AGR1001,LEC1116,06/11/2022,Semester 2,Dropped
ENR14252,222331,ENG1009,LEC1103,07/07/2022,Semester 2,Dropped
ENR14253,222332,MED1009,LEC1021,17/10/2022,Semester 2,Completed
ENR14254,222333,COM1003,LEC1013,14/09/2022,Semester 2,Active
ENR14256,222334,MED1004,LEC1018,25/04/2022,Semester 1,Active
ENR14257,222335,SOC1010,LEC1142,26/07/2022,Semester 2,Completed
ENR14258,222336,AGR1010,LEC1117,12/01/2022,Semester 1,Dropped
ENR14260,222337,SOC1008,LEC1142,16/01/2022,Semester 1,Dropped
ENR14262,222338,ENG1007,LEC1100,23/04/2022,Semester 1,Active
ENR14263,222339,ARC1004,LEC1124,24/09/2022,Semester 2,Completed
ENR14265,222340,COM1001,LEC1015,26/06/2022,Semester 1,Dropped
ENR14267,222341,COM1004,LEC1009,17/03/2022,Semester 1,Dropped
ENR14269,222342,ARC1005,LEC1125,17/02/2022,Semester 1,Dropped
ENR14271,222343,BUS1008,LEC1031,15/10/2022,Semester 2,Dropped
ENR14272,222344,MED1003,LEC1026,18/12/2022,Semester 2,Completed
ENR14274,222345,SOC1007,LEC1137,09/05/2022,Semester 1,Completed
ENR14276,222346,AGR1006,LEC1118,09/06/2022,Semester 1,Active
ENR14277,222347,COM1004,LEC1014,26/03/2022,Semester 1,Dropped
ENR14278,222348,COM1001,LEC1001,08/12/2022,Semester 2,Dropped
ENR14279,222349,ART1010,LEC1062,29/01/2022,Semester 1,Completed
ENR14281,222350,MED1001,LEC1026,09/04/2022,Semester 1,Active
ENR14282,222351,COM1007,LEC1002,12/07/2022,Semester 2,Completed
ENR14283,222352,MED1001,LEC1020,19/11/2022,Semester 2,Completed
ENR14285,222353,SOC1010,LEC1138,19/11/2022,Semester 2,Completed
ENR14287,222354,COM1007,LEC1012,08/07/2022,Semester 2,Completed
ENR14288,222355,LAW1005,LEC1046,11/09/2022,Semester 2,Dropped
ENR14290,222356,COM1008,LEC1012,18/08/2022,Semester 2,Completed
ENR14291,222357,SOC1008,LEC1149,30/07/2022,Semester 2,Completed
ENR14293,222358,SOC1006,LEC1149,09/09/2022,Semester 2,Dropped
ENR14294,222359,COM1007,LEC1003,17/10/2022,Semester 2,Completed
ENR14296,222360,ENG1008,LEC1101,01/10/2022,Semester 2,Active
ENR14298,222361,BUS1010,LEC1032,09/03/2022,Semester 1,Active
ENR14300,222362,SCI1002,LEC1077,28/08/2022,Semester 2,Completed
ENR14302,222363,MED1001,LEC1025,25/03/2022,Semester 1,Completed
ENR14303,222364,MED1005,LEC1019,05/08/2022,Semester 2,Completed
ENR14305,222365,ENG1004,LEC1099,21/10/2022,Semester 2,Active
ENR14307,222366,COM1010,LEC1015,08/12/2022,Semester 2,Active
ENR14309,222367,AGR1005,LEC1111,25/01/2022,Semester 1,Completed
ENR14310,222368,LAW1008,LEC1054,23/01/2022,Semester 1,Completed
ENR14312,222369,SCI1008,LEC1079,16/12/2022,Semester 2,Active
ENR14313,222370,SCI1001,LEC1083,01/10/2022,Semester 2,Completed
ENR14314,222371,SCI1010,LEC1087,13/09/2022,Semester 2,Completed
ENR14315,222372,COM1010,LEC1001,24/03/2022,Semester 1,Completed
ENR14316,222373,AGR1006,LEC1114,04/04/2022,Semester 1,Completed
ENR14318,222374,AGR1004,LEC1114,24/06/2022,Semester 1,Dropped
ENR14319,222375,BUS1010,LEC1043,07/08/2022,Semester 2,Completed
ENR14321,222376,SCI1003,LEC1076,23/06/2022,Semester 1,Completed
ENR14323,222377,ARC1010,LEC1130,06/10/2022,Semester 2,Dropped
ENR14325,222378,ARC1010,LEC1121,26/07/2022,Semester 2,Dropped
ENR14327,222379,ART1007,LEC1073,02/01/2022,Semester 1,Dropped
ENR14328,222380,MED1001,LEC1026,29/03/2022,Semester 1,Completed
ENR14329,222381,ARC1001,LEC1126,17/06/2022,Semester 1,Completed
ENR14330,222382,SCI1001,LEC1086,04/12/2022,Semester 2,Active
ENR14331,222383,SOC1010,LEC1141,04/10/2022,Semester 2,Dropped
ENR14332,222384,ARC1008,LEC1125,27/07/2022,Semester 2,Completed
ENR14333,222385,ENG1007,LEC1101,31/03/2022,Semester 1,Completed
ENR14334,222386,ART1002,LEC1070,23/07/2022,Semester 2,Dropped
ENR14335,222387,AGR1002,LEC1115,01/10/2022,Semester 2,Active
ENR14336,222388,SCI1006,LEC1085,08/11/2022,Semester 2,Active
ENR14337,222389,BUS1001,LEC1033,20/01/2022,Semester 1,Active
ENR14338,222390,AGR1008,LEC1117,28/04/2022,Semester 1,Dropped
ENR14339,222391,ENG1005,LEC1095,28/11/2022,Semester 2,Completed
ENR14341,222392,ARC1003,LEC1122,26/05/2022,Semester 1,Active
ENR14342,222393,ARC1001,LEC1129,17/09/2022,Semester 2,Dropped
ENR14344,222394,ART1006,LEC1075,02/04/2022,Semester 1,Completed
ENR14345,222395,SCI1008,LEC1082,02/09/2022,Semester 2,Completed
ENR14347,222396,AGR1009,LEC1113,21/05/2022,Semester 1,Dropped
ENR14348,222397,AGR1009,LEC1107,18/11/2022,Semester 2,Dropped
ENR14349,222398,AGR1009,LEC1114,10/09/2022,Semester 2,Dropped
ENR14351,222399,SOC1002,LEC1149,20/03/2022,Semester 1,Completed
ENR14353,222400,SOC1006,LEC1136,26/11/2022,Semester 2,Active
ENR14355,222401,ARC1008,LEC1131,02/05/2022,Semester 1,Active
ENR14356,222402,ARC1010,LEC1125,16/01/2022,Semester 1,Active
ENR14357,222403,ART1009,LEC1072,14/11/2022,Semester 2,Active
ENR14359,222404,ARC1007,LEC1122,27/03/2022,Semester 1,Active
ENR14360,222405,SOC1010,LEC1147,25/06/2022,Semester 1,Active
ENR14361,222406,LAW1003,LEC1048,26/09/2022,Semester 2,Dropped
ENR14363,222407,ART1006,LEC1074,10/11/2022,Semester 2,Active
ENR14364,222408,ARC1002,LEC1124,21/11/2022,Semester 2,Completed
ENR14365,222409,SCI1001,LEC1089,24/04/2022,Semester 1,Completed
ENR14367,222410,SCI1002,LEC1078,14/05/2022,Semester 1,Completed
ENR14369,222411,SOC1003,LEC1150,05/09/2022,Semester 2,Completed
ENR14371,222412,AGR1006,LEC1109,22/12/2022,Semester 2,Completed
ENR14373,222413,BUS1009,LEC1044,16/09/2022,Semester 2,Completed
ENR14374,222414,ART1008,LEC1066,14/01/2022,Semester 1,Dropped
ENR14376,222415,AGR1009,LEC1111,07/09/2022,Semester 2,Active
ENR14377,222416,BUS1009,LEC1031,10/04/2022,Semester 1,Active
ENR14379,222417,ENG1002,LEC1100,05/09/2022,Semester 2,Completed
ENR14380,222418,BUS1006,LEC1039,27/12/2022,Semester 2,Active
ENR14381,222419,LAW1005,LEC1058,20/01/2022,Semester 1,Completed
ENR14382,222420,BUS1007,LEC1037,07/06/2022,Semester 1,Completed
ENR14384,222421,ART1002,LEC1064,24/02/2022,Semester 1,Completed
ENR14386,222422,ENG1001,LEC1102,26/09/2022,Semester 2,Completed
ENR14388,222423,COM1006,LEC1001,14/11/2022,Semester 2,Active
ENR14390,222424,SOC1009,LEC1148,14/02/2022,Semester 1,Completed
ENR14392,222425,AGR1009,LEC1114,04/03/2022,Semester 1,Dropped
ENR14394,222426,COM1001,LEC1005,04/07/2022,Semester 2,Completed
ENR14396,222427,BUS1001,LEC1045,12/03/2022,Semester 1,Active
ENR14398,222428,ART1002,LEC1074,26/10/2022,Semester 2,Dropped
ENR14399,222429,ENG1009,LEC1098,24/05/2022,Semester 1,Active
ENR14401,222430,SOC1005,LEC1150,09/12/2022,Semester 2,Active
ENR14403,222431,ART1001,LEC1073,31/12/2022,Semester 2,Active
ENR14405,222432,MED1001,LEC1028,21/12/2022,Semester 2,Dropped
ENR14406,222433,COM1004,LEC1003,04/01/2022,Semester 1,Completed
ENR14408,222434,AGR1006,LEC1116,29/04/2022,Semester 1,Completed
ENR14409,222435,MED1007,LEC1026,01/03/2022,Semester 1,Active
ENR14410,222436,COM1009,LEC1004,03/01/2022,Semester 1,Active
ENR14412,222437,AGR1002,LEC1117,04/04/2022,Semester 1,Completed
ENR14414,222438,AGR1006,LEC1115,09/09/2022,Semester 2,Completed
ENR14416,222439,SCI1008,LEC1090,23/11/2022,Semester 2,Dropped
ENR14418,222440,SOC1006,LEC1136,08/03/2022,Semester 1,Active
ENR14419,222441,ART1008,LEC1065,18/04/2022,Semester 1,Completed
ENR14420,222442,BUS1003,LEC1042,06/10/2022,Semester 2,Completed
ENR14421,222443,BUS1005,LEC1044,02/02/2022,Semester 1,Completed
ENR14422,222444,AGR1008,LEC1108,27/11/2022,Semester 2,Completed
ENR14423,222445,AGR1010,LEC1107,31/01/2022,Semester 1,Dropped
ENR14425,222446,LAW1004,LEC1053,23/03/2022,Semester 1,Completed
ENR14427,222447,ENG1009,LEC1093,30/08/2022,Semester 2,Dropped
ENR14428,222448,ARC1006,LEC1128,01/04/2022,Semester 1,Completed
ENR14429,222449,ENG1002,LEC1098,14/06/2022,Semester 1,Active
ENR14431,222450,MED1008,LEC1022,21/03/2022,Semester 1,Completed
ENR14433,222451,ART1009,LEC1075,03/12/2022,Semester 2,Completed
ENR14435,222452,SOC1002,LEC1143,03/03/2022,Semester 1,Dropped
ENR14436,222453,COM1009,LEC1008,18/12/2022,Semester 2,Completed
ENR14437,222454,SCI1007,LEC1088,22/04/2022,Semester 1,Completed
ENR14438,222455,ART1002,LEC1063,30/03/2022,Semester 1,Completed
ENR14439,222456,SOC1005,LEC1142,29/03/2022,Semester 1,Completed
ENR14440,222457,ART1002,LEC1071,27/10/2022,Semester 2,Completed
ENR14442,222458,BUS1002,LEC1036,01/12/2022,Semester 2,Active
ENR14443,222459,AGR1004,LEC1119,04/10/2022,Semester 2,Completed
ENR14444,222460,AGR1002,LEC1110,17/05/2022,Semester 1,Dropped
ENR14446,222461,BUS1009,LEC1033,21/07/2022,Semester 2,Active
ENR14448,222462,LAW1003,LEC1055,13/09/2022,Semester 2,Completed
ENR14450,222463,BUS1004,LEC1040,31/03/2022,Semester 1,Dropped
ENR14451,222464,BUS1001,LEC1031,19/06/2022,Semester 1,Completed
ENR14452,222465,SOC1008,LEC1144,12/09/2022,Semester 2,Completed
ENR14454,222466,AGR1005,LEC1114,23/09/2022,Semester 2,Completed
ENR14455,222467,MED1010,LEC1016,12/12/2022,Semester 2,Completed
ENR14456,222468,ART1007,LEC1067,28/01/2022,Semester 1,Completed
ENR14457,222469,COM1005,LEC1015,23/01/2022,Semester 1,Active
ENR14458,222470,AGR1008,LEC1118,18/12/2022,Semester 2,Dropped
ENR14460,222471,ARC1008,LEC1124,21/12/2022,Semester 2,Active
ENR14462,222472,ARC1002,LEC1129,21/07/2022,Semester 2,Completed
ENR14463,222473,BUS1006,LEC1031,23/05/2022,Semester 1,Active
ENR14464,222474,ART1010,LEC1071,11/02/2022,Semester 1,Active
ENR14465,222475,SCI1009,LEC1077,27/06/2022,Semester 1,Completed
ENR14466,222476,SOC1004,LEC1145,17/02/2022,Semester 1,Completed
ENR14467,222477,ARC1003,LEC1130,27/03/2022,Semester 1,Active
ENR14468,222478,MED1002,LEC1020,12/04/2022,Semester 1,Dropped
ENR14469,222479,ARC1004,LEC1134,19/09/2022,Semester 2,Completed
ENR14471,222480,ENG1001,LEC1092,18/04/2022,Semester 1,Dropped
ENR14473,222481,COM1007,LEC1011,19/03/2022,Semester 1,Completed
ENR14475,222482,SCI1003,LEC1083,05/12/2022,Semester 2,Completed
ENR14477,222483,MED1005,LEC1022,26/07/2022,Semester 2,Completed
ENR14478,222484,BUS1004,LEC1031,03/03/2022,Semester 1,Completed
ENR14479,222485,MED1008,LEC1027,25/06/2022,Semester 1,Dropped
ENR14481,222486,LAW1008,LEC1055,09/04/2022,Semester 1,Dropped
ENR14482,222487,ART1004,LEC1064,02/10/2022,Semester 2,Completed
ENR14484,222488,MED1010,LEC1028,25/05/2022,Semester 1,Completed
ENR14485,222489,MED1002,LEC1020,12/01/2022,Semester 1,Dropped
ENR14486,222490,ART1004,LEC1074,05/01/2022,Semester 1,Active
ENR14487,222491,MED1010,LEC1025,27/05/2022,Semester 1,Dropped
