grade_id,enrollment_id,student_id,course_id,grade_source,score,grade,grade_date
GRD21524,ENR14329,222381,ARC1001,Final Exam,67,C+,25/10/2022
GRD21525,ENR14330,222382,SCI1001,Quiz,44,D,09/01/2023
GRD21526,ENR14330,222382,SCI1001,Assignment,68,C+,04/02/2023
GRD21527,ENR14330,222382,SCI1001,Midterm,66,C+,23/02/2023
GRD21528,ENR14330,222382,SCI1001,Final Exam,69,C+,03/04/2023
GRD21529,ENR14331,222383,SOC1010,Quiz,37,F,14/11/2022
GRD21530,ENR14331,222383,SOC1010,Assignment,70,B-,04/12/2022
GRD21531,ENR14331,222383,SOC1010,Midterm,78,B,19/12/2022
GRD21532,ENR14331,222383,SOC1010,Final Exam,74,B-,08/02/2023
GRD21533,ENR14332,222384,ARC1008,Quiz,56,C-,02/09/2022
GRD21534,ENR14332,222384,ARC1008,Assignment,68,C+,19/09/2022
GRD21535,ENR14332,222384,ARC1008,Midterm,43,D,13/10/2022
GRD21536,ENR14332,222384,ARC1008,Final Exam,70,B-,02/12/2022
GRD21537,ENR14333,222385,ENG1007,Quiz,63,C,09/05/2022
GRD21538,ENR14333,222385,ENG1007,Assignment,78,B,01/06/2022
GRD21539,ENR14333,222385,ENG1007,Midterm,69,C+,19/06/2022
GRD21540,ENR14333,222385,ENG1007,Final Exam,49,D,03/08/2022
GRD21541,ENR14334,222386,ART1002,Quiz,99,A+,30/08/2022
GRD21542,ENR14334,222386,ART1002,Assignment,68,C+,25/09/2022
GRD21543,ENR14334,222386,ART1002,Midterm,51,D,13/10/2022
GRD21544,ENR14334,222386,ART1002,Final Exam,55,C-,26/11/2022
GRD21545,ENR14335,222387,AGR1002,Quiz,69,C+,11/11/2022
GRD21546,ENR14335,222387,AGR1002,Assignment,75,B,21/11/2022
GRD21547,ENR14335,222387,AGR1002,Midterm,85,A-,27/12/2022
GRD21548,ENR14335,222387,AGR1002,Final Exam,65,C+,30/01/2023
GRD21549,ENR14336,222388,SCI1006,Quiz,67,C+,14/12/2022
GRD21550,ENR14336,222388,SCI1006,Assignment,54,D,09/01/2023
GRD21551,ENR14336,222388,SCI1006,Midterm,63,C,25/01/2023
GRD21552,ENR14336,222388,SCI1006,Final Exam,93,A,22/03/2023
GRD21553,ENR14337,222389,BUS1001,Quiz,88,A-,19/02/2022
GRD21554,ENR14337,222389,BUS1001,Assignment,100,A+,18/03/2022
GRD21555,ENR14337,222389,BUS1001,Midterm,56,C-,05/04/2022
GRD21556,ENR14337,222389,BUS1001,Final Exam,72,B-,25/05/2022
GRD21557,ENR14338,222390,AGR1008,Quiz,67,C+,03/06/2022
GRD21558,ENR14338,222390,AGR1008,Assignment,66,C+,20/06/2022
GRD21559,ENR14338,222390,AGR1008,Midterm,77,B,19/07/2022
GRD21560,ENR14338,222390,AGR1008,Final Exam,70,B-,05/09/2022
GRD21561,ENR14339,222391,ENG1005,Quiz,63,C,04/01/2023
GRD21562,ENR14339,222391,ENG1005,Assignment,87,A-,18/01/2023
GRD21563,ENR14339,222391,ENG1005,Midterm,66,C+,24/02/2023
GRD21564,ENR14339,222391,ENG1005,Final Exam,62,C,01/04/2023
GRD21565,ENR14341,222392,ARC1003,Quiz,66,C+,25/06/2022
GRD21566,ENR14341,222392,ARC1003,Assignment,92,A,19/07/2022
GRD21567,ENR14341,222392,ARC1003,Midterm,72,B-,14/08/2022
GRD21568,ENR14341,222392,ARC1003,Final Exam,94,A,28/09/2022
GRD21569,ENR14342,222393,ARC1001,Quiz,60,C,22/10/2022
GRD21570,ENR14342,222393,ARC1001,Assignment,65,C+,14/11/2022
GRD21571,ENR14342,222393,ARC1001,Midterm,90,A,11/12/2022
GRD21572,ENR14342,222393,ARC1001,Final Exam,69,C+,28/01/2023
GRD21573,ENR14344,222394,ART1006,Quiz,63,C,08/05/2022
GRD21574,ENR14344,222394,ART1006,Assignment,83,B+,30/05/2022
GRD21575,ENR14344,222394,ART1006,Midterm,66,C+,20/06/2022
GRD21576,ENR14344,222394,ART1006,Final Exam,63,C,03/08/2022
GRD21577,ENR14345,222395,SCI1008,Quiz,39,F,05/10/2022
GRD21578,ENR14345,222395,SCI1008,Assignment,70,B-,22/10/2022
GRD21579,ENR14345,222395,SCI1008,Midterm,36,F,20/11/2022
GRD21580,ENR14345,222395,SCI1008,Final Exam,56,C-,09/01/2023
GRD21581,ENR14347,222396,AGR1009,Quiz,61,C,20/06/2022
GRD21582,ENR14347,222396,AGR1009,Assignment,74,B-,11/07/2022
GRD21583,ENR14347,222396,AGR1009,Midterm,69,C+,13/08/2022
GRD21584,ENR14347,222396,AGR1009,Final Exam,96,A+,23/09/2022
GRD21585,ENR14348,222397,AGR1009,Quiz,96,A+,30/12/2022
GRD21586,ENR14348,222397,AGR1009,Assignment,78,B,16/01/2023
GRD21587,ENR14348,222397,AGR1009,Midterm,66,C+,06/02/2023
GRD21588,ENR14348,222397,AGR1009,Final Exam,54,D,30/03/2023
GRD21589,ENR14349,222398,AGR1009,Quiz,66,C+,15/10/2022
GRD21590,ENR14349,222398,AGR1009,Assignment,62,C,09/11/2022
GRD21591,ENR14349,222398,AGR1009,Midterm,65,C+,26/11/2022
GRD21592,ENR14349,222398,AGR1009,Final Exam,45,D,10/01/2023
GRD21593,ENR14351,222399,SOC1002,Quiz,62,C,19/04/2022
GRD21594,ENR14351,222399,SOC1002,Assignment,77,B,16/05/2022
GRD21595,ENR14351,222399,SOC1002,Midterm,81,B+,05/06/2022
GRD21596,ENR14351,222399,SOC1002,Final Exam,62,C,26/07/2022
GRD21597,ENR14353,222400,SOC1006,Quiz,70,B-,08/01/2023
GRD21598,ENR14353,222400,SOC1006,Assignment,69,C+,28/01/2023
GRD21599,ENR14353,222400,SOC1006,Midterm,78,B,23/02/2023
GRD21600,ENR14353,222400,SOC1006,Final Exam,85,A-,27/03/2023
GRD21601,ENR14355,222401,ARC1008,Quiz,68,C+,01/06/2022
GRD21602,ENR14355,222401,ARC1008,Assignment,81,B+,04/07/2022
GRD21603,ENR14355,222401,ARC1008,Midterm,59,C-,18/07/2022
GRD21604,ENR14355,222401,ARC1008,Final Exam,69,C+,03/09/2022
GRD21605,ENR14356,222402,ARC1010,Quiz,87,A-,25/02/2022
GRD21606,ENR14356,222402,ARC1010,Assignment,89,A-,15/03/2022
GRD21607,ENR14356,222402,ARC1010,Midterm,61,C,07/04/2022
GRD21608,ENR14356,222402,ARC1010,Final Exam,47,D,23/05/2022
GRD21609,ENR14357,222403,ART1009,Quiz,67,C+,27/12/2022
GRD21610,ENR14357,222403,ART1009,Assignment,74,B-,07/01/2023
GRD21611,ENR14357,222403,ART1009,Midterm,60,C,30/01/2023
GRD21612,ENR14357,222403,ART1009,Final Exam,49,D,25/03/2023
GRD21613,ENR14359,222404,ARC1007,Quiz,74,B-,04/05/2022
GRD21614,ENR14359,222404,ARC1007,Assignment,76,B,19/05/2022
GRD21615,ENR14359,222404,ARC1007,Midterm,73,B-,23/06/2022
GRD21616,ENR14359,222404,ARC1007,Final Exam,68,C+,26/07/2022
GRD21617,ENR14360,222405,SOC1010,Quiz,60,C,28/07/2022
GRD21618,ENR14360,222405,SOC1010,Assignment,91,A,28/08/2022
GRD21619,ENR14360,222405,SOC1010,Midterm,66,C+,14/09/2022
GRD21620,ENR14360,222405,SOC1010,Final Exam,79,B,04/11/2022
GRD21621,ENR14361,222406,LAW1003,Quiz,57,C-,07/11/2022
GRD21622,ENR14361,222406,LAW1003,Assignment,61,C,25/11/2022
GRD21623,ENR14361,222406,LAW1003,Midterm,65,C+,16/12/2022
GRD21624,ENR14361,222406,LAW1003,Final Exam,49,D,31/01/2023
GRD21625,ENR14363,222407,ART1006,Quiz,91,A,23/12/2022
GRD21626,ENR14363,222407,ART1006,Assignment,71,B-,12/01/2023
GRD21627,ENR14363,222407,ART1006,Midterm,54,D,05/02/2023
GRD21628,ENR14363,222407,ART1006,Final Exam,72,B-,21/03/2023
GRD21629,ENR14364,222408,ARC1002,Quiz,63,C,31/12/2022
GRD21630,ENR14364,222408,ARC1002,Assignment,82,B+,24/01/2023
GRD21631,ENR14364,222408,ARC1002,Midterm,63,C,10/02/2023
GRD21632,ENR14364,222408,ARC1002,Final Exam,66,C+,25/03/2023
GRD21633,ENR14365,222409,SCI1001,Quiz,45,D,27/05/2022
GRD21634,ENR14365,222409,SCI1001,Assignment,67,C+,14/06/2022
GRD21635,ENR14365,222409,SCI1001,Midterm,55,C-,16/07/2022
GRD21636,ENR14365,222409,SCI1001,Final Exam,53,D,01/09/2022
GRD21637,ENR14367,222410,SCI1002,Quiz,55,C-,18/06/2022
GRD21638,ENR14367,222410,SCI1002,Assignment,93,A,05/07/2022
GRD21639,ENR14367,222410,SCI1002,Midterm,60,C,04/08/2022
GRD21640,ENR14367,222410,SCI1002,Final Exam,80,B+,15/09/2022
GRD21641,ENR14369,222411,SOC1003,Quiz,60,C,13/10/2022
GRD21642,ENR14369,222411,SOC1003,Assignment,70,B-,03/11/2022
GRD21643,ENR14369,222411,SOC1003,Midterm,70,B-,01/12/2022
GRD21644,ENR14369,222411,SOC1003,Final Exam,96,A+,10/01/2023
GRD21645,ENR14371,222412,AGR1006,Quiz,59,C-,28/01/2023
GRD21646,ENR14371,222412,AGR1006,Assignment,71,B-,10/02/2023
GRD21647,ENR14371,222412,AGR1006,Midterm,57,C-,19/03/2023
GRD21648,ENR14371,222412,AGR1006,Final Exam,86,A-,25/04/2023
GRD21649,ENR14373,222413,BUS1009,Quiz,61,C,28/10/2022
GRD21650,ENR14373,222413,BUS1009,Assignment,62,C,15/11/2022
GRD21651,ENR14373,222413,BUS1009,Midterm,99,A+,04/12/2022
GRD21652,ENR14373,222413,BUS1009,Final Exam,77,B,25/01/2023
GRD21653,ENR14374,222414,ART1008,Quiz,61,C,16/02/2022
GRD21654,ENR14374,222414,ART1008,Assignment,97,A+,09/03/2022
GRD21655,ENR14374,222414,ART1008,Midterm,64,C,08/04/2022
GRD21656,ENR14374,222414,ART1008,Final Exam,98,A+,21/05/2022
GRD21657,ENR14376,222415,AGR1009,Quiz,38,F,10/10/2022
GRD21658,ENR14376,222415,AGR1009,Assignment,83,B+,02/11/2022
GRD21659,ENR14376,222415,AGR1009,Midterm,79,B,25/11/2022
GRD21660,ENR14376,222415,AGR1009,Final Exam,51,D,09/01/2023
GRD21661,ENR14377,222416,BUS1009,Quiz,51,D,10/05/2022
GRD21662,ENR14377,222416,BUS1009,Assignment,68,C+,11/06/2022
GRD21663,ENR14377,222416,BUS1009,Midterm,85,A-,27/06/2022
GRD21664,ENR14377,222416,BUS1009,Final Exam,100,A+,16/08/2022
GRD21665,ENR14379,222417,ENG1002,Quiz,42,D,19/10/2022
GRD21666,ENR14379,222417,ENG1002,Assignment,93,A,26/10/2022
GRD21667,ENR14379,222417,ENG1002,Midterm,70,B-,20/11/2022
GRD21668,ENR14379,222417,ENG1002,Final Exam,43,D,12/01/2023
GRD21669,ENR14380,222418,BUS1006,Quiz,67,C+,30/01/2023
GRD21670,ENR14380,222418,BUS1006,Assignment,71,B-,17/02/2023
GRD21671,ENR14380,222418,BUS1006,Midterm,63,C,12/03/2023
GRD21672,ENR14380,222418,BUS1006,Final Exam,62,C,26/04/2023
GRD21673,ENR14381,222419,LAW1005,Quiz,52,D,23/02/2022
GRD21674,ENR14381,222419,LAW1005,Assignment,96,A+,18/03/2022
GRD21675,ENR14381,222419,LAW1005,Midterm,69,C+,11/04/2022
GRD21676,ENR14381,222419,LAW1005,Final Exam,79,B,02/06/2022
GRD21677,ENR14382,222420,BUS1007,Quiz,67,C+,15/07/2022
GRD21678,ENR14382,222420,BUS1007,Assignment,65,C+,03/08/2022
GRD21679,ENR14382,222420,BUS1007,Midterm,38,F,27/08/2022
GRD21680,ENR14382,222420,BUS1007,Final Exam,80,B+,05/10/2022
GRD21681,ENR14384,222421,ART1002,Quiz,97,A+,07/04/2022
GRD21682,ENR14384,222421,ART1002,Assignment,71,B-,22/04/2022
GRD21683,ENR14384,222421,ART1002,Midterm,66,C+,20/05/2022
GRD21684,ENR14384,222421,ART1002,Final Exam,69,C+,08/07/2022
GRD21685,ENR14386,222422,ENG1001,Quiz,61,C,07/11/2022
GRD21686,ENR14386,222422,ENG1001,Assignment,65,C+,22/11/2022
GRD21687,ENR14386,222422,ENG1001,Midterm,65,C+,24/12/2022
GRD21688,ENR14386,222422,ENG1001,Final Exam,87,A-,25/01/2023
GRD21689,ENR14388,222423,COM1006,Quiz,76,B,27/12/2022
GRD21690,ENR14388,222423,COM1006,Assignment,55,C-,07/01/2023
GRD21691,ENR14388,222423,COM1006,Midterm,72,B-,11/02/2023
GRD21692,ENR14388,222423,COM1006,Final Exam,49,D,18/03/2023
GRD21693,ENR14390,222424,SOC1009,Quiz,50,D,21/03/2022
GRD21694,ENR14390,222424,SOC1009,Assignment,86,A-,12/04/2022
GRD21695,ENR14390,222424,SOC1009,Midterm,61,C,03/05/2022
GRD21696,ENR14390,222424,SOC1009,Final Exam,78,B,18/06/2022
GRD21697,ENR14392,222425,AGR1009,Quiz,76,B,14/04/2022
GRD21698,ENR14392,222425,AGR1009,Assignment,95,A+,25/04/2022
GRD21699,ENR14392,222425,AGR1009,Midterm,55,C-,25/05/2022
GRD21700,ENR14392,222425,AGR1009,Final Exam,70,B-,15/07/2022
GRD21701,ENR14394,222426,COM1001,Quiz,61,C,08/08/2022
GRD21702,ENR14394,222426,COM1001,Assignment,65,C+,06/09/2022
GRD21703,ENR14394,222426,COM1001,Midterm,90,A,21/09/2022
GRD21704,ENR14394,222426,COM1001,Final Exam,69,C+,10/11/2022
GRD21705,ENR14396,222427,BUS1001,Quiz,58,C-,16/04/2022
GRD21706,ENR14396,222427,BUS1001,Assignment,68,C+,12/05/2022
GRD21707,ENR14396,222427,BUS1001,Midterm,54,D,02/06/2022
GRD21708,ENR14396,222427,BUS1001,Final Exam,77,B,13/07/2022
GRD21709,ENR14398,222428,ART1002,Quiz,58,C-,28/11/2022
GRD21710,ENR14398,222428,ART1002,Assignment,94,A,27/12/2022
GRD21711,ENR14398,222428,ART1002,Midterm,66,C+,13/01/2023
GRD21712,ENR14398,222428,ART1002,Final Exam,66,C+,09/03/2023
GRD21713,ENR14399,222429,ENG1009,Quiz,98,A+,06/07/2022
GRD21714,ENR14399,222429,ENG1009,Assignment,69,C+,19/07/2022
GRD21715,ENR14399,222429,ENG1009,Midterm,83,B+,20/08/2022
GRD21716,ENR14399,222429,ENG1009,Final Exam,68,C+,01/10/2022
GRD21717,ENR14401,222430,SOC1005,Quiz,88,A-,15/01/2023
GRD21718,ENR14401,222430,SOC1005,Assignment,84,B+,08/02/2023
GRD21719,ENR14401,222430,SOC1005,Midterm,48,D,26/02/2023
GRD21720,ENR14401,222430,SOC1005,Final Exam,65,C+,22/04/2023
GRD21721,ENR14403,222431,ART1001,Quiz,89,A-,05/02/2023
GRD21722,ENR14403,222431,ART1001,Assignment,70,B-,25/02/2023
GRD21723,ENR14403,222431,ART1001,Midterm,40,D,24/03/2023
GRD21724,ENR14403,222431,ART1001,Final Exam,77,B,13/05/2023
GRD21725,ENR14405,222432,MED1001,Quiz,62,C,27/01/2023
GRD21726,ENR14405,222432,MED1001,Assignment,81,B+,23/02/2023
GRD21727,ENR14405,222432,MED1001,Midterm,76,B,08/03/2023
GRD21728,ENR14405,222432,MED1001,Final Exam,63,C,01/05/2023
GRD21729,ENR14406,222433,COM1004,Quiz,88,A-,12/02/2022
GRD21730,ENR14406,222433,COM1004,Assignment,62,C,07/03/2022
GRD21731,ENR14406,222433,COM1004,Midterm,62,C,26/03/2022
GRD21732,ENR14406,222433,COM1004,Final Exam,59,C-,12/05/2022
GRD21733,ENR14408,222434,AGR1006,Quiz,77,B,29/05/2022
GRD21734,ENR14408,222434,AGR1006,Assignment,62,C,28/06/2022
GRD21735,ENR14408,222434,AGR1006,Midterm,100,A+,18/07/2022
GRD21736,ENR14408,222434,AGR1006,Final Exam,60,C,09/09/2022
GRD21737,ENR14409,222435,MED1007,Quiz,89,A-,11/04/2022
GRD21738,ENR14409,222435,MED1007,Assignment,66,C+,27/04/2022
GRD21739,ENR14409,222435,MED1007,Midterm,71,B-,26/05/2022
GRD21740,ENR14409,222435,MED1007,Final Exam,68,C+,05/07/2022
GRD21741,ENR14410,222436,COM1009,Quiz,99,A+,04/02/2022
GRD21742,ENR14410,222436,COM1009,Assignment,72,B-,03/03/2022
GRD21743,ENR14410,222436,COM1009,Midterm,80,B+,24/03/2022
GRD21744,ENR14410,222436,COM1009,Final Exam,37,F,09/05/2022
GRD21745,ENR14412,222437,AGR1002,Quiz,90,A,04/05/2022
GRD21746,ENR14412,222437,AGR1002,Assignment,81,B+,03/06/2022
GRD21747,ENR14412,222437,AGR1002,Midterm,70,B-,19/06/2022
GRD21748,ENR14412,222437,AGR1002,Final Exam,86,A-,03/08/2022
GRD21749,ENR14414,222438,AGR1006,Quiz,69,C+,16/10/2022
GRD21750,ENR14414,222438,AGR1006,Assignment,62,C,10/11/2022
GRD21751,ENR14414,222438,AGR1006,Midterm,64,C,03/12/2022
GRD21752,ENR14414,222438,AGR1006,Final Exam,66,C+,08/01/2023
GRD21753,ENR14416,222439,SCI1008,Quiz,80,B+,23/12/2022
GRD21754,ENR14416,222439,SCI1008,Assignment,88,A-,20/01/2023
GRD21755,ENR14416,222439,SCI1008,Midterm,56,C-,14/02/2023
GRD21756,ENR14416,222439,SCI1008,Final Exam,86,A-,05/04/2023
GRD21757,ENR14418,222440,SOC1006,Quiz,70,B-,19/04/2022
GRD21758,ENR14418,222440,SOC1006,Assignment,88,A-,10/05/2022
GRD21759,ENR14418,222440,SOC1006,Midterm,66,C+,25/05/2022
GRD21760,ENR14418,222440,SOC1006,Final Exam,73,B-,07/07/2022
GRD21761,ENR14419,222441,ART1008,Quiz,49,D,26/05/2022
GRD21762,ENR14419,222441,ART1008,Assignment,63,C,17/06/2022
GRD21763,ENR14419,222441,ART1008,Midterm,58,C-,15/07/2022
GRD21764,ENR14419,222441,ART1008,Final Exam,85,A-,21/08/2022
GRD21765,ENR14420,222442,BUS1003,Quiz,71,B-,14/11/2022
GRD21766,ENR14420,222442,BUS1003,Assignment,60,C,07/12/2022
GRD21767,ENR14420,222442,BUS1003,Midterm,98,A+,22/12/2022
GRD21768,ENR14420,222442,BUS1003,Final Exam,80,B+,09/02/2023
GRD21769,ENR14421,222443,BUS1005,Quiz,60,C,12/03/2022
GRD21770,ENR14421,222443,BUS1005,Assignment,86,A-,06/04/2022
GRD21771,ENR14421,222443,BUS1005,Midterm,63,C,24/04/2022
GRD21772,ENR14421,222443,BUS1005,Final Exam,38,F,15/06/2022
GRD21773,ENR14422,222444,AGR1008,Quiz,38,F,02/01/2023
GRD21774,ENR14422,222444,AGR1008,Assignment,65,C+,27/01/2023
GRD21775,ENR14422,222444,AGR1008,Midterm,79,B,13/02/2023
GRD21776,ENR14422,222444,AGR1008,Final Exam,61,C,01/04/2023
GRD21777,ENR14423,222445,AGR1010,Quiz,99,A+,11/03/2022
GRD21778,ENR14423,222445,AGR1010,Assignment,58,C-,28/03/2022
GRD21779,ENR14423,222445,AGR1010,Midterm,61,C,18/04/2022
GRD21780,ENR14423,222445,AGR1010,Final Exam,59,C-,10/06/2022
GRD21781,ENR14425,222446,LAW1004,Quiz,54,D,03/05/2022
GRD21782,ENR14425,222446,LAW1004,Assignment,66,C+,17/05/2022
GRD21783,ENR14425,222446,LAW1004,Midterm,59,C-,08/06/2022
GRD21784,ENR14425,222446,LAW1004,Final Exam,86,A-,02/08/2022
GRD21785,ENR14427,222447,ENG1009,Quiz,65,C+,01/10/2022
GRD21786,ENR14427,222447,ENG1009,Assignment,79,B,22/10/2022
GRD21787,ENR14427,222447,ENG1009,Midterm,67,C+,22/11/2022
GRD21788,ENR14427,222447,ENG1009,Final Exam,89,A-,02/01/2023
GRD21789,ENR14428,222448,ARC1006,Quiz,82,B+,15/05/2022
GRD21790,ENR14428,222448,ARC1006,Assignment,61,C,04/06/2022
GRD21791,ENR14428,222448,ARC1006,Midterm,74,B-,19/06/2022
GRD21792,ENR14428,222448,ARC1006,Final Exam,64,C,03/08/2022
GRD21793,ENR14429,222449,ENG1002,Quiz,83,B+,26/07/2022
GRD21794,ENR14429,222449,ENG1002,Assignment,100,A+,09/08/2022
GRD21795,ENR14429,222449,ENG1002,Midterm,78,B,03/09/2022
GRD21796,ENR14429,222449,ENG1002,Final Exam,65,C+,13/10/2022
GRD21797,ENR14431,222450,MED1008,Quiz,61,C,23/04/2022
GRD21798,ENR14431,222450,MED1008,Assignment,49,D,10/05/2022
GRD21799,ENR14431,222450,MED1008,Midterm,78,B,04/06/2022
GRD21800,ENR14431,222450,MED1008,Final Exam,63,C,26/07/2022
GRD21801,ENR14433,222451,ART1009,Quiz,50,D,07/01/2023
GRD21802,ENR14433,222451,ART1009,Assignment,89,A-,01/02/2023
GRD21803,ENR14433,222451,ART1009,Midterm,70,B-,28/02/2023
GRD21804,ENR14433,222451,ART1009,Final Exam,76,B,13/04/2023
GRD21805,ENR14435,222452,SOC1002,Quiz,87,A-,10/04/2022
GRD21806,ENR14435,222452,SOC1002,Assignment,79,B,22/04/2022
GRD21807,ENR14435,222452,SOC1002,Midterm,57,C-,26/05/2022
GRD21808,ENR14435,222452,SOC1002,Final Exam,47,D,01/07/2022
GRD21809,ENR14436,222453,COM1009,Quiz,74,B-,23/01/2023
GRD21810,ENR14436,222453,COM1009,Assignment,97,A+,08/02/2023
GRD21811,ENR14436,222453,COM1009,Midterm,47,D,17/03/2023
GRD21812,ENR14436,222453,COM1009,Final Exam,76,B,23/04/2023
GRD21813,ENR14437,222454,SCI1007,Quiz,73,B-,24/05/2022
GRD21814,ENR14437,222454,SCI1007,Assignment,64,C,15/06/2022
GRD21815,ENR14437,222454,SCI1007,Midterm,45,D,08/07/2022
GRD21816,ENR14437,222454,SCI1007,Final Exam,67,C+,30/08/2022
GRD21817,ENR14438,222455,ART1002,Quiz,79,B,06/05/2022
GRD21818,ENR14438,222455,ART1002,Assignment,73,B-,30/05/2022
GRD21819,ENR14438,222455,ART1002,Midterm,69,C+,16/06/2022
GRD21820,ENR14438,222455,ART1002,Final Exam,67,C+,04/08/2022
GRD21821,ENR14439,222456,SOC1005,Quiz,85,A-,10/05/2022
GRD21822,ENR14439,222456,SOC1005,Assignment,69,C+,28/05/2022
GRD21823,ENR14439,222456,SOC1005,Midterm,84,B+,23/06/2022
GRD21824,ENR14439,222456,SOC1005,Final Exam,65,C+,28/07/2022
GRD21825,ENR14440,222457,ART1002,Quiz,48,D,02/12/2022
GRD21826,ENR14440,222457,ART1002,Assignment,97,A+,16/12/2022
GRD21827,ENR14440,222457,ART1002,Midterm,59,C-,16/01/2023
GRD21828,ENR14440,222457,ART1002,Final Exam,50,D,02/03/2023
GRD21829,ENR14442,222458,BUS1002,Quiz,97,A+,13/01/2023
GRD21830,ENR14442,222458,BUS1002,Assignment,71,B-,22/01/2023
GRD21831,ENR14442,222458,BUS1002,Midterm,64,C,18/02/2023
GRD21832,ENR14442,222458,BUS1002,Final Exam,72,B-,03/04/2023
GRD21833,ENR14443,222459,AGR1004,Quiz,60,C,11/11/2022
GRD21834,ENR14443,222459,AGR1004,Assignment,51,D,26/11/2022
GRD21835,ENR14443,222459,AGR1004,Midterm,43,D,29/12/2022
GRD21836,ENR14443,222459,AGR1004,Final Exam,47,D,11/02/2023
GRD21837,ENR14444,222460,AGR1002,Quiz,64,C,18/06/2022
GRD21838,ENR14444,222460,AGR1002,Assignment,73,B-,20/07/2022
GRD21839,ENR14444,222460,AGR1002,Midterm,82,B+,12/08/2022
GRD21840,ENR14444,222460,AGR1002,Final Exam,52,D,24/09/2022
GRD21841,ENR14446,222461,BUS1009,Quiz,78,B,23/08/2022
GRD21842,ENR14446,222461,BUS1009,Assignment,58,C-,12/09/2022
GRD21843,ENR14446,222461,BUS1009,Midterm,75,B,16/10/2022
GRD21844,ENR14446,222461,BUS1009,Final Exam,88,A-,23/11/2022
GRD21845,ENR14448,222462,LAW1003,Quiz,55,C-,20/10/2022
GRD21846,ENR14448,222462,LAW1003,Assignment,60,C,11/11/2022
GRD21847,ENR14448,222462,LAW1003,Midterm,65,C+,05/12/2022
GRD21848,ENR14448,222462,LAW1003,Final Exam,59,C-,18/01/2023
GRD21849,ENR14450,222463,BUS1004,Quiz,60,C,06/05/2022
GRD21850,ENR14450,222463,BUS1004,Assignment,82,B+,27/05/2022
GRD21851,ENR14450,222463,BUS1004,Midterm,76,B,26/06/2022
GRD21852,ENR14450,222463,BUS1004,Final Exam,86,A-,03/08/2022
GRD21853,ENR14451,222464,BUS1001,Quiz,54,D,30/07/2022
GRD21854,ENR14451,222464,BUS1001,Assignment,85,A-,13/08/2022
GRD21855,ENR14451,222464,BUS1001,Midterm,45,D,02/09/2022
GRD21856,ENR14451,222464,BUS1001,Final Exam,91,A,17/10/2022
GRD21857,ENR14452,222465,SOC1008,Quiz,69,C+,16/10/2022
GRD21858,ENR14452,222465,SOC1008,Assignment,84,B+,12/11/2022
GRD21859,ENR14452,222465,SOC1008,Midterm,51,D,10/12/2022
GRD21860,ENR14452,222465,SOC1008,Final Exam,45,D,10/01/2023
GRD21861,ENR14454,222466,AGR1005,Quiz,60,C,30/10/2022
GRD21862,ENR14454,222466,AGR1005,Assignment,61,C,17/11/2022
GRD21863,ENR14454,222466,AGR1005,Midterm,43,D,10/12/2022
GRD21864,ENR14454,222466,AGR1005,Final Exam,38,F,31/01/2023
GRD21865,ENR14455,222467,MED1010,Quiz,61,C,25/01/2023
GRD21866,ENR14455,222467,MED1010,Assignment,84,B+,03/02/2023
GRD21867,ENR14455,222467,MED1010,Midterm,95,A+,09/03/2023
GRD21868,ENR14455,222467,MED1010,Final Exam,55,C-,17/04/2023
GRD21869,ENR14456,222468,ART1007,Quiz,82,B+,12/03/2022
GRD21870,ENR14456,222468,ART1007,Assignment,90,A,01/04/2022
GRD21871,ENR14456,222468,ART1007,Midterm,76,B,24/04/2022
GRD21872,ENR14456,222468,ART1007,Final Exam,60,C,03/06/2022
GRD21873,ENR14457,222469,COM1005,Quiz,86,A-,03/03/2022
GRD21874,ENR14457,222469,COM1005,Assignment,78,B,21/03/2022
GRD21875,ENR14457,222469,COM1005,Midterm,74,B-,08/04/2022
GRD21876,ENR14457,222469,COM1005,Final Exam,55,C-,27/05/2022
GRD21877,ENR14458,222470,AGR1008,Quiz,67,C+,18/01/2023
GRD21878,ENR14458,222470,AGR1008,Assignment,96,A+,07/02/2023
GRD21879,ENR14458,222470,AGR1008,Midterm,67,C+,12/03/2023
GRD21880,ENR14458,222470,AGR1008,Final Exam,65,C+,27/04/2023
GRD21881,ENR14460,222471,ARC1008,Quiz,67,C+,01/02/2023
GRD21882,ENR14460,222471,ARC1008,Assignment,88,A-,09/02/2023
GRD21883,ENR14460,222471,ARC1008,Midterm,46,D,13/03/2023
GRD21884,ENR14460,222471,ARC1008,Final Exam,61,C,29/04/2023
GRD21885,ENR14462,222472,ARC1002,Quiz,92,A,28/08/2022
GRD21886,ENR14462,222472,ARC1002,Assignment,37,F,13/09/2022
GRD21887,ENR14462,222472,ARC1002,Midterm,50,D,04/10/2022
GRD21888,ENR14462,222472,ARC1002,Final Exam,60,C,28/11/2022
GRD21889,ENR14463,222473,BUS1006,Quiz,76,B,01/07/2022
GRD21890,ENR14463,222473,BUS1006,Assignment,76,B,13/07/2022
GRD21891,ENR14463,222473,BUS1006,Midterm,73,B-,07/08/2022
GRD21892,ENR14463,222473,BUS1006,Final Exam,61,C,01/10/2022
GRD21893,ENR14464,222474,ART1010,Quiz,61,C,24/03/2022
GRD21894,ENR14464,222474,ART1010,Assignment,66,C+,04/04/2022
